schemaname,tablename,indexname,indexdef
public,mail_activity_plan_mail_activity_schedule_rel,mail_activity_plan_mail_activity_schedule_rel_pkey,"CREATE UNIQUE INDEX mail_activity_plan_mail_activity_schedule_rel_pkey ON public.mail_activity_plan_mail_activity_schedule_rel USING btree (mail_activity_schedule_id, mail_activity_plan_id)"
public,mail_activity_plan_template,mail_activity_plan_template__plan_id_index,CREATE INDEX mail_activity_plan_template__plan_id_index ON public.mail_activity_plan_template USING btree (plan_id)
public,mail_activity_plan_template,mail_activity_plan_template_pkey,CREATE UNIQUE INDEX mail_activity_plan_template_pkey ON public.mail_activity_plan_template USING btree (id)
public,mail_activity_plan_template_mail_activity_type_rel,mail_activity_plan_template_m_mail_activity_type_id_mail_ac_idx,"CREATE INDEX mail_activity_plan_template_m_mail_activity_type_id_mail_ac_idx ON public.mail_activity_plan_template_mail_activity_type_rel USING btree (mail_activity_type_id, mail_activity_plan_template_id)"
public,mail_activity_plan_template_mail_activity_type_rel,mail_activity_plan_template_mail_activity_type_rel_pkey,"CREATE UNIQUE INDEX mail_activity_plan_template_mail_activity_type_rel_pkey ON public.mail_activity_plan_template_mail_activity_type_rel USING btree (mail_activity_plan_template_id, mail_activity_type_id)"
public,mail_activity_rel,mail_activity_rel_pkey,"CREATE UNIQUE INDEX mail_activity_rel_pkey ON public.mail_activity_rel USING btree (activity_id, recommended_id)"
public,mail_activity_rel,mail_activity_rel_recommended_id_activity_id_idx,"CREATE INDEX mail_activity_rel_recommended_id_activity_id_idx ON public.mail_activity_rel USING btree (recommended_id, activity_id)"
public,mail_activity_schedule,mail_activity_schedule_pkey,CREATE UNIQUE INDEX mail_activity_schedule_pkey ON public.mail_activity_schedule USING btree (id)
public,mail_activity_schedule_line,mail_activity_schedule_line_pkey,CREATE UNIQUE INDEX mail_activity_schedule_line_pkey ON public.mail_activity_schedule_line USING btree (id)
public,mail_activity_type,mail_activity_type__create_uid_index,CREATE INDEX mail_activity_type__create_uid_index ON public.mail_activity_type USING btree (create_uid)
public,mail_activity_type,mail_activity_type_pkey,CREATE UNIQUE INDEX mail_activity_type_pkey ON public.mail_activity_type USING btree (id)
public,mail_activity_type_mail_template_rel,mail_activity_type_mail_templ_mail_template_id_mail_activit_idx,"CREATE INDEX mail_activity_type_mail_templ_mail_template_id_mail_activit_idx ON public.mail_activity_type_mail_template_rel USING btree (mail_template_id, mail_activity_type_id)"
public,mail_activity_type_mail_template_rel,mail_activity_type_mail_template_rel_pkey,"CREATE UNIQUE INDEX mail_activity_type_mail_template_rel_pkey ON public.mail_activity_type_mail_template_rel USING btree (mail_activity_type_id, mail_template_id)"
public,mail_alias,mail_alias__alias_full_name_index,CREATE INDEX mail_alias__alias_full_name_index ON public.mail_alias USING btree (alias_full_name) WHERE (alias_full_name IS NOT NULL)
public,mail_alias,mail_alias_name_domain_unique,"CREATE UNIQUE INDEX mail_alias_name_domain_unique ON public.mail_alias USING btree (alias_name, COALESCE(alias_domain_id, 0))"
public,mail_alias,mail_alias_pkey,CREATE UNIQUE INDEX mail_alias_pkey ON public.mail_alias USING btree (id)
public,mail_alias_domain,mail_alias_domain_bounce_email_uniques,"CREATE UNIQUE INDEX mail_alias_domain_bounce_email_uniques ON public.mail_alias_domain USING btree (bounce_alias, name)"
public,mail_alias_domain,mail_alias_domain_catchall_email_uniques,"CREATE UNIQUE INDEX mail_alias_domain_catchall_email_uniques ON public.mail_alias_domain USING btree (catchall_alias, name)"
public,mail_alias_domain,mail_alias_domain_pkey,CREATE UNIQUE INDEX mail_alias_domain_pkey ON public.mail_alias_domain USING btree (id)
public,mail_blacklist,mail_blacklist__email_index,CREATE INDEX mail_blacklist__email_index ON public.mail_blacklist USING gin (email gin_trgm_ops)
public,mail_blacklist,mail_blacklist_pkey,CREATE UNIQUE INDEX mail_blacklist_pkey ON public.mail_blacklist USING btree (id)
public,mail_blacklist,mail_blacklist_unique_email,CREATE UNIQUE INDEX mail_blacklist_unique_email ON public.mail_blacklist USING btree (email)
public,mail_blacklist_remove,mail_blacklist_remove_pkey,CREATE UNIQUE INDEX mail_blacklist_remove_pkey ON public.mail_blacklist_remove USING btree (id)
public,mail_canned_response,mail_canned_response__source_index,CREATE INDEX mail_canned_response__source_index ON public.mail_canned_response USING gin (source gin_trgm_ops)
public,mail_canned_response,mail_canned_response_pkey,CREATE UNIQUE INDEX mail_canned_response_pkey ON public.mail_canned_response USING btree (id)
public,mail_canned_response_res_groups_rel,mail_canned_response_res_grou_res_groups_id_mail_canned_res_idx,"CREATE INDEX mail_canned_response_res_grou_res_groups_id_mail_canned_res_idx ON public.mail_canned_response_res_groups_rel USING btree (res_groups_id, mail_canned_response_id)"
public,mail_canned_response_res_groups_rel,mail_canned_response_res_groups_rel_pkey,"CREATE UNIQUE INDEX mail_canned_response_res_groups_rel_pkey ON public.mail_canned_response_res_groups_rel USING btree (mail_canned_response_id, res_groups_id)"
public,mail_compose_message,mail_compose_message_pkey,CREATE UNIQUE INDEX mail_compose_message_pkey ON public.mail_compose_message USING btree (id)
public,mail_compose_message_ir_attachments_rel,mail_compose_message_ir_attachments_attachment_id_wizard_id_idx,"CREATE INDEX mail_compose_message_ir_attachments_attachment_id_wizard_id_idx ON public.mail_compose_message_ir_attachments_rel USING btree (attachment_id, wizard_id)"
public,mail_compose_message_ir_attachments_rel,mail_compose_message_ir_attachments_rel_pkey,"CREATE UNIQUE INDEX mail_compose_message_ir_attachments_rel_pkey ON public.mail_compose_message_ir_attachments_rel USING btree (wizard_id, attachment_id)"
public,mail_compose_message_res_partner_rel,mail_compose_message_res_partner_rel_partner_id_wizard_id_idx,"CREATE INDEX mail_compose_message_res_partner_rel_partner_id_wizard_id_idx ON public.mail_compose_message_res_partner_rel USING btree (partner_id, wizard_id)"
public,mail_compose_message_res_partner_rel,mail_compose_message_res_partner_rel_pkey,"CREATE UNIQUE INDEX mail_compose_message_res_partner_rel_pkey ON public.mail_compose_message_res_partner_rel USING btree (wizard_id, partner_id)"
public,mail_followers,mail_followers__partner_id_index,CREATE INDEX mail_followers__partner_id_index ON public.mail_followers USING btree (partner_id)
public,mail_followers,mail_followers__res_id_index,CREATE INDEX mail_followers__res_id_index ON public.mail_followers USING btree (res_id)
public,mail_followers,mail_followers__res_model_index,CREATE INDEX mail_followers__res_model_index ON public.mail_followers USING btree (res_model)
public,mail_followers,mail_followers_mail_followers_res_partner_res_model_id_uniq,"CREATE UNIQUE INDEX mail_followers_mail_followers_res_partner_res_model_id_uniq ON public.mail_followers USING btree (res_model, res_id, partner_id)"
public,mail_followers,mail_followers_pkey,CREATE UNIQUE INDEX mail_followers_pkey ON public.mail_followers USING btree (id)
public,mail_followers_edit,mail_followers_edit_pkey,CREATE UNIQUE INDEX mail_followers_edit_pkey ON public.mail_followers_edit USING btree (id)
public,mail_followers_edit_res_partner_rel,mail_followers_edit_res_partn_res_partner_id_mail_followers_idx,"CREATE INDEX mail_followers_edit_res_partn_res_partner_id_mail_followers_idx ON public.mail_followers_edit_res_partner_rel USING btree (res_partner_id, mail_followers_edit_id)"
public,mail_followers_edit_res_partner_rel,mail_followers_edit_res_partner_rel_pkey,"CREATE UNIQUE INDEX mail_followers_edit_res_partner_rel_pkey ON public.mail_followers_edit_res_partner_rel USING btree (mail_followers_edit_id, res_partner_id)"
public,mail_followers_mail_message_subtype_rel,mail_followers_mail_message_s_mail_message_subtype_id_mail__idx,"CREATE INDEX mail_followers_mail_message_s_mail_message_subtype_id_mail__idx ON public.mail_followers_mail_message_subtype_rel USING btree (mail_message_subtype_id, mail_followers_id)"
public,mail_followers_mail_message_subtype_rel,mail_followers_mail_message_subtype_rel_pkey,"CREATE UNIQUE INDEX mail_followers_mail_message_subtype_rel_pkey ON public.mail_followers_mail_message_subtype_rel USING btree (mail_followers_id, mail_message_subtype_id)"
public,mail_gateway_allowed,mail_gateway_allowed__email_normalized_index,CREATE INDEX mail_gateway_allowed__email_normalized_index ON public.mail_gateway_allowed USING btree (email_normalized)
public,mail_gateway_allowed,mail_gateway_allowed_pkey,CREATE UNIQUE INDEX mail_gateway_allowed_pkey ON public.mail_gateway_allowed USING btree (id)
public,mail_guest,mail_guest_pkey,CREATE UNIQUE INDEX mail_guest_pkey ON public.mail_guest USING btree (id)
public,mail_ice_server,mail_ice_server_pkey,CREATE UNIQUE INDEX mail_ice_server_pkey ON public.mail_ice_server USING btree (id)
public,mail_link_preview,mail_link_preview__create_date_index,CREATE INDEX mail_link_preview__create_date_index ON public.mail_link_preview USING btree (create_date)
public,mail_link_preview,mail_link_preview_pkey,CREATE UNIQUE INDEX mail_link_preview_pkey ON public.mail_link_preview USING btree (id)
public,mail_link_preview,mail_link_preview_unique_source_url,CREATE UNIQUE INDEX mail_link_preview_unique_source_url ON public.mail_link_preview USING btree (source_url)
public,mail_mail,mail_mail__fetchmail_server_id_index,CREATE INDEX mail_mail__fetchmail_server_id_index ON public.mail_mail USING btree (fetchmail_server_id) WHERE (fetchmail_server_id IS NOT NULL)
public,mail_mail,mail_mail__mail_message_id_index,CREATE INDEX mail_mail__mail_message_id_index ON public.mail_mail USING btree (mail_message_id)
public,mail_mail,mail_mail_pkey,CREATE UNIQUE INDEX mail_mail_pkey ON public.mail_mail USING btree (id)
public,mail_mail_res_partner_rel,mail_mail_res_partner_rel_pkey,"CREATE UNIQUE INDEX mail_mail_res_partner_rel_pkey ON public.mail_mail_res_partner_rel USING btree (mail_mail_id, res_partner_id)"
public,mail_mail_res_partner_rel,mail_mail_res_partner_rel_res_partner_id_mail_mail_id_idx,"CREATE INDEX mail_mail_res_partner_rel_res_partner_id_mail_mail_id_idx ON public.mail_mail_res_partner_rel USING btree (res_partner_id, mail_mail_id)"
public,mail_message,mail_message__author_id_index,CREATE INDEX mail_message__author_id_index ON public.mail_message USING btree (author_id)
public,mail_message,mail_message__mail_activity_type_id_index,CREATE INDEX mail_message__mail_activity_type_id_index ON public.mail_message USING btree (mail_activity_type_id) WHERE (mail_activity_type_id IS NOT NULL)
public,mail_message,mail_message__message_id_index,CREATE INDEX mail_message__message_id_index ON public.mail_message USING btree (message_id)
public,mail_message,mail_message__parent_id_index,CREATE INDEX mail_message__parent_id_index ON public.mail_message USING btree (parent_id) WHERE (parent_id IS NOT NULL)
public,mail_message,mail_message__subtype_id_index,CREATE INDEX mail_message__subtype_id_index ON public.mail_message USING btree (subtype_id)
public,mail_message,mail_message_model_res_id_id_idx,"CREATE INDEX mail_message_model_res_id_id_idx ON public.mail_message USING btree (model, res_id, id)"
public,mail_message,mail_message_model_res_id_idx,"CREATE INDEX mail_message_model_res_id_idx ON public.mail_message USING btree (model, res_id)"
public,mail_message,mail_message_pkey,CREATE UNIQUE INDEX mail_message_pkey ON public.mail_message USING btree (id)
public,mail_message_link_preview,mail_message_link_preview__link_preview_id_index,CREATE INDEX mail_message_link_preview__link_preview_id_index ON public.mail_message_link_preview USING btree (link_preview_id)
public,mail_message_link_preview,mail_message_link_preview__message_id_index,CREATE INDEX mail_message_link_preview__message_id_index ON public.mail_message_link_preview USING btree (message_id)
public,mail_message_link_preview,mail_message_link_preview_pkey,CREATE UNIQUE INDEX mail_message_link_preview_pkey ON public.mail_message_link_preview USING btree (id)
public,mail_message_link_preview,mail_message_link_preview_unique_message_link_preview,"CREATE UNIQUE INDEX mail_message_link_preview_unique_message_link_preview ON public.mail_message_link_preview USING btree (message_id, link_preview_id)"
public,mail_message_reaction,mail_message_reaction__message_id_index,CREATE INDEX mail_message_reaction__message_id_index ON public.mail_message_reaction USING btree (message_id)
public,mail_message_reaction,mail_message_reaction_guest_unique,"CREATE UNIQUE INDEX mail_message_reaction_guest_unique ON public.mail_message_reaction USING btree (message_id, content, guest_id) WHERE (guest_id IS NOT NULL)"
public,mail_message_reaction,mail_message_reaction_partner_unique,"CREATE UNIQUE INDEX mail_message_reaction_partner_unique ON public.mail_message_reaction USING btree (message_id, content, partner_id) WHERE (partner_id IS NOT NULL)"
public,mail_message_reaction,mail_message_reaction_pkey,CREATE UNIQUE INDEX mail_message_reaction_pkey ON public.mail_message_reaction USING btree (id)
public,mail_message_res_partner_rel,mail_message_res_partner_rel_pkey,"CREATE UNIQUE INDEX mail_message_res_partner_rel_pkey ON public.mail_message_res_partner_rel USING btree (mail_message_id, res_partner_id)"
public,mail_message_res_partner_rel,mail_message_res_partner_rel_res_partner_id_mail_message_id_idx,"CREATE INDEX mail_message_res_partner_rel_res_partner_id_mail_message_id_idx ON public.mail_message_res_partner_rel USING btree (res_partner_id, mail_message_id)"
public,mail_message_res_partner_starred_rel,mail_message_res_partner_star_res_partner_id_mail_message_i_idx,"CREATE INDEX mail_message_res_partner_star_res_partner_id_mail_message_i_idx ON public.mail_message_res_partner_starred_rel USING btree (res_partner_id, mail_message_id)"
public,mail_message_res_partner_starred_rel,mail_message_res_partner_starred_rel_pkey,"CREATE UNIQUE INDEX mail_message_res_partner_starred_rel_pkey ON public.mail_message_res_partner_starred_rel USING btree (mail_message_id, res_partner_id)"
public,mail_message_schedule,mail_message_schedule_pkey,CREATE UNIQUE INDEX mail_message_schedule_pkey ON public.mail_message_schedule USING btree (id)
public,mail_message_subtype,mail_message_subtype_pkey,CREATE UNIQUE INDEX mail_message_subtype_pkey ON public.mail_message_subtype USING btree (id)
public,mail_message_translation,mail_message_translation__create_date_index,CREATE INDEX mail_message_translation__create_date_index ON public.mail_message_translation USING btree (create_date)
public,mail_message_translation,mail_message_translation_pkey,CREATE UNIQUE INDEX mail_message_translation_pkey ON public.mail_message_translation USING btree (id)
public,mail_message_translation,mail_message_translation_unique,"CREATE UNIQUE INDEX mail_message_translation_unique ON public.mail_message_translation USING btree (message_id, target_lang)"
public,mail_notification,mail_notification__is_read_index,CREATE INDEX mail_notification__is_read_index ON public.mail_notification USING btree (is_read)
public,mail_notification,mail_notification__letter_id_index,CREATE INDEX mail_notification__letter_id_index ON public.mail_notification USING btree (letter_id) WHERE (letter_id IS NOT NULL)
public,mail_notification,mail_notification__mail_mail_id_index,CREATE INDEX mail_notification__mail_mail_id_index ON public.mail_notification USING btree (mail_mail_id)
public,mail_notification,mail_notification__mail_message_id_index,CREATE INDEX mail_notification__mail_message_id_index ON public.mail_notification USING btree (mail_message_id)
public,mail_notification,mail_notification__notification_status_index,CREATE INDEX mail_notification__notification_status_index ON public.mail_notification USING btree (notification_status)
public,mail_notification,mail_notification__notification_type_index,CREATE INDEX mail_notification__notification_type_index ON public.mail_notification USING btree (notification_type)
public,mail_notification,mail_notification__res_partner_id_index,CREATE INDEX mail_notification__res_partner_id_index ON public.mail_notification USING btree (res_partner_id)
public,mail_notification,mail_notification__sms_id_int_index,CREATE INDEX mail_notification__sms_id_int_index ON public.mail_notification USING btree (sms_id_int) WHERE (sms_id_int IS NOT NULL)
public,mail_notification,mail_notification_author_id_notification_status_failure,"CREATE INDEX mail_notification_author_id_notification_status_failure ON public.mail_notification USING btree (author_id, notification_status) WHERE ((notification_status)::text = ANY ((ARRAY['bounce'::character varying, 'exception'::character varying])::text[]))"
public,mail_notification,mail_notification_pkey,CREATE UNIQUE INDEX mail_notification_pkey ON public.mail_notification USING btree (id)
public,mail_notification,mail_notification_res_partner_id_is_read_notification__e5e0b7fb,"CREATE INDEX mail_notification_res_partner_id_is_read_notification__e5e0b7fb ON public.mail_notification USING btree (res_partner_id, is_read, notification_status, mail_message_id)"
public,mail_notification,mail_notification_unique_mail_message_id_res_partner_id_,"CREATE UNIQUE INDEX mail_notification_unique_mail_message_id_res_partner_id_ ON public.mail_notification USING btree (mail_message_id, res_partner_id) WHERE (res_partner_id IS NOT NULL)"
public,mail_presence,mail_presence_guest_unique,CREATE UNIQUE INDEX mail_presence_guest_unique ON public.mail_presence USING btree (guest_id) WHERE (guest_id IS NOT NULL)
public,mail_presence,mail_presence_pkey,CREATE UNIQUE INDEX mail_presence_pkey ON public.mail_presence USING btree (id)
public,mail_presence,mail_presence_user_unique,CREATE UNIQUE INDEX mail_presence_user_unique ON public.mail_presence USING btree (user_id) WHERE (user_id IS NOT NULL)
public,mail_push,mail_push_pkey,CREATE UNIQUE INDEX mail_push_pkey ON public.mail_push USING btree (id)
public,mail_push_device,mail_push_device__partner_id_index,CREATE INDEX mail_push_device__partner_id_index ON public.mail_push_device USING btree (partner_id)
public,mail_push_device,mail_push_device_endpoint_unique,CREATE UNIQUE INDEX mail_push_device_endpoint_unique ON public.mail_push_device USING btree (endpoint)
public,mail_push_device,mail_push_device_pkey,CREATE UNIQUE INDEX mail_push_device_pkey ON public.mail_push_device USING btree (id)
public,mail_scheduled_message,mail_scheduled_message_pkey,CREATE UNIQUE INDEX mail_scheduled_message_pkey ON public.mail_scheduled_message USING btree (id)
public,mail_scheduled_message_res_partner_rel,mail_scheduled_message_res_pa_res_partner_id_mail_scheduled_idx,"CREATE INDEX mail_scheduled_message_res_pa_res_partner_id_mail_scheduled_idx ON public.mail_scheduled_message_res_partner_rel USING btree (res_partner_id, mail_scheduled_message_id)"
public,mail_scheduled_message_res_partner_rel,mail_scheduled_message_res_partner_rel_pkey,"CREATE UNIQUE INDEX mail_scheduled_message_res_partner_rel_pkey ON public.mail_scheduled_message_res_partner_rel USING btree (mail_scheduled_message_id, res_partner_id)"
public,mail_template,mail_template__mail_server_id_index,CREATE INDEX mail_template__mail_server_id_index ON public.mail_template USING btree (mail_server_id) WHERE (mail_server_id IS NOT NULL)
public,mail_template,mail_template__model_index,CREATE INDEX mail_template__model_index ON public.mail_template USING btree (model)
public,mail_template,mail_template_pkey,CREATE UNIQUE INDEX mail_template_pkey ON public.mail_template USING btree (id)
public,mail_template_ir_actions_report_rel,mail_template_ir_actions_repo_ir_actions_report_id_mail_tem_idx,"CREATE INDEX mail_template_ir_actions_repo_ir_actions_report_id_mail_tem_idx ON public.mail_template_ir_actions_report_rel USING btree (ir_actions_report_id, mail_template_id)"
public,mail_template_ir_actions_report_rel,mail_template_ir_actions_report_rel_pkey,"CREATE UNIQUE INDEX mail_template_ir_actions_report_rel_pkey ON public.mail_template_ir_actions_report_rel USING btree (mail_template_id, ir_actions_report_id)"
public,mail_template_mail_template_reset_rel,mail_template_mail_template_r_mail_template_id_mail_templat_idx,"CREATE INDEX mail_template_mail_template_r_mail_template_id_mail_templat_idx ON public.mail_template_mail_template_reset_rel USING btree (mail_template_id, mail_template_reset_id)"
public,mail_template_mail_template_reset_rel,mail_template_mail_template_reset_rel_pkey,"CREATE UNIQUE INDEX mail_template_mail_template_reset_rel_pkey ON public.mail_template_mail_template_reset_rel USING btree (mail_template_reset_id, mail_template_id)"
public,mail_template_preview,mail_template_preview_pkey,CREATE UNIQUE INDEX mail_template_preview_pkey ON public.mail_template_preview USING btree (id)
public,mail_template_reset,mail_template_reset_pkey,CREATE UNIQUE INDEX mail_template_reset_pkey ON public.mail_template_reset USING btree (id)
public,mail_tracking_value,mail_tracking_value__field_id_index,CREATE INDEX mail_tracking_value__field_id_index ON public.mail_tracking_value USING btree (field_id)
public,mail_tracking_value,mail_tracking_value__mail_message_id_index,CREATE INDEX mail_tracking_value__mail_message_id_index ON public.mail_tracking_value USING btree (mail_message_id)
public,mail_tracking_value,mail_tracking_value_pkey,CREATE UNIQUE INDEX mail_tracking_value_pkey ON public.mail_tracking_value USING btree (id)
public,meeting_category_rel,meeting_category_rel_pkey,"CREATE UNIQUE INDEX meeting_category_rel_pkey ON public.meeting_category_rel USING btree (event_id, type_id)"
public,meeting_category_rel,meeting_category_rel_type_id_event_id_idx,"CREATE INDEX meeting_category_rel_type_id_event_id_idx ON public.meeting_category_rel USING btree (type_id, event_id)"
public,merge_opportunity_rel,merge_opportunity_rel_opportunity_id_merge_id_idx,"CREATE INDEX merge_opportunity_rel_opportunity_id_merge_id_idx ON public.merge_opportunity_rel USING btree (opportunity_id, merge_id)"
public,merge_opportunity_rel,merge_opportunity_rel_pkey,"CREATE UNIQUE INDEX merge_opportunity_rel_pkey ON public.merge_opportunity_rel USING btree (merge_id, opportunity_id)"
public,message_attachment_rel,message_attachment_rel_attachment_id_message_id_idx,"CREATE INDEX message_attachment_rel_attachment_id_message_id_idx ON public.message_attachment_rel USING btree (attachment_id, message_id)"
public,message_attachment_rel,message_attachment_rel_pkey,"CREATE UNIQUE INDEX message_attachment_rel_pkey ON public.message_attachment_rel USING btree (message_id, attachment_id)"
public,module_country,module_country_country_id_module_id_idx,"CREATE INDEX module_country_country_id_module_id_idx ON public.module_country USING btree (country_id, module_id)"
public,module_country,module_country_pkey,"CREATE UNIQUE INDEX module_country_pkey ON public.module_country USING btree (module_id, country_id)"
public,orm_signaling_assets,orm_signaling_assets_pkey,CREATE UNIQUE INDEX orm_signaling_assets_pkey ON public.orm_signaling_assets USING btree (id)
public,orm_signaling_default,orm_signaling_default_pkey,CREATE UNIQUE INDEX orm_signaling_default_pkey ON public.orm_signaling_default USING btree (id)
public,orm_signaling_groups,orm_signaling_groups_pkey,CREATE UNIQUE INDEX orm_signaling_groups_pkey ON public.orm_signaling_groups USING btree (id)
public,orm_signaling_registry,orm_signaling_registry_pkey,CREATE UNIQUE INDEX orm_signaling_registry_pkey ON public.orm_signaling_registry USING btree (id)
public,orm_signaling_routing,orm_signaling_routing_pkey,CREATE UNIQUE INDEX orm_signaling_routing_pkey ON public.orm_signaling_routing USING btree (id)
public,orm_signaling_stable,orm_signaling_stable_pkey,CREATE UNIQUE INDEX orm_signaling_stable_pkey ON public.orm_signaling_stable USING btree (id)
public,orm_signaling_templates,orm_signaling_templates_pkey,CREATE UNIQUE INDEX orm_signaling_templates_pkey ON public.orm_signaling_templates USING btree (id)
public,phone_blacklist,phone_blacklist_pkey,CREATE UNIQUE INDEX phone_blacklist_pkey ON public.phone_blacklist USING btree (id)
public,phone_blacklist,phone_blacklist_unique_number,CREATE UNIQUE INDEX phone_blacklist_unique_number ON public.phone_blacklist USING btree (number)
public,phone_blacklist_remove,phone_blacklist_remove_pkey,CREATE UNIQUE INDEX phone_blacklist_remove_pkey ON public.phone_blacklist_remove USING btree (id)
public,portal_share,portal_share_pkey,CREATE UNIQUE INDEX portal_share_pkey ON public.portal_share USING btree (id)
public,portal_share_res_partner_rel,portal_share_res_partner_rel_pkey,"CREATE UNIQUE INDEX portal_share_res_partner_rel_pkey ON public.portal_share_res_partner_rel USING btree (portal_share_id, res_partner_id)"
public,portal_share_res_partner_rel,portal_share_res_partner_rel_res_partner_id_portal_share_id_idx,"CREATE INDEX portal_share_res_partner_rel_res_partner_id_portal_share_id_idx ON public.portal_share_res_partner_rel USING btree (res_partner_id, portal_share_id)"
public,portal_wizard,portal_wizard_pkey,CREATE UNIQUE INDEX portal_wizard_pkey ON public.portal_wizard USING btree (id)
public,portal_wizard_res_partner_rel,portal_wizard_res_partner_rel_pkey,"CREATE UNIQUE INDEX portal_wizard_res_partner_rel_pkey ON public.portal_wizard_res_partner_rel USING btree (portal_wizard_id, res_partner_id)"
public,portal_wizard_res_partner_rel,portal_wizard_res_partner_rel_res_partner_id_portal_wizard__idx,"CREATE INDEX portal_wizard_res_partner_rel_res_partner_id_portal_wizard__idx ON public.portal_wizard_res_partner_rel USING btree (res_partner_id, portal_wizard_id)"
public,portal_wizard_user,portal_wizard_user_pkey,CREATE UNIQUE INDEX portal_wizard_user_pkey ON public.portal_wizard_user USING btree (id)
public,privacy_log,privacy_log_pkey,CREATE UNIQUE INDEX privacy_log_pkey ON public.privacy_log USING btree (id)
public,privacy_lookup_wizard,privacy_lookup_wizard_pkey,CREATE UNIQUE INDEX privacy_lookup_wizard_pkey ON public.privacy_lookup_wizard USING btree (id)
public,privacy_lookup_wizard_line,privacy_lookup_wizard_line_pkey,CREATE UNIQUE INDEX privacy_lookup_wizard_line_pkey ON public.privacy_lookup_wizard_line USING btree (id)
public,properties_base_definition,properties_base_definition_pkey,CREATE UNIQUE INDEX properties_base_definition_pkey ON public.properties_base_definition USING btree (id)
public,properties_base_definition,properties_base_definition_unique_properties_field_id,CREATE UNIQUE INDEX properties_base_definition_unique_properties_field_id ON public.properties_base_definition USING btree (properties_field_id)
public,rel_modules_langexport,rel_modules_langexport_module_id_wiz_id_idx,"CREATE INDEX rel_modules_langexport_module_id_wiz_id_idx ON public.rel_modules_langexport USING btree (module_id, wiz_id)"
public,rel_modules_langexport,rel_modules_langexport_pkey,"CREATE UNIQUE INDEX rel_modules_langexport_pkey ON public.rel_modules_langexport USING btree (wiz_id, module_id)"
public,report_layout,report_layout_pkey,CREATE UNIQUE INDEX report_layout_pkey ON public.report_layout USING btree (id)
public,report_paperformat,report_paperformat_pkey,CREATE UNIQUE INDEX report_paperformat_pkey ON public.report_paperformat USING btree (id)
public,res_bank,res_bank__bic_index,CREATE INDEX res_bank__bic_index ON public.res_bank USING btree (bic)
public,res_bank,res_bank_pkey,CREATE UNIQUE INDEX res_bank_pkey ON public.res_bank USING btree (id)
public,res_company,res_company__alias_domain_id_index,CREATE INDEX res_company__alias_domain_id_index ON public.res_company USING btree (alias_domain_id) WHERE (alias_domain_id IS NOT NULL)
public,res_company,res_company__parent_id_index,CREATE INDEX res_company__parent_id_index ON public.res_company USING btree (parent_id)
public,res_company,res_company__parent_path_index,CREATE INDEX res_company__parent_path_index ON public.res_company USING btree (parent_path)
public,res_company,res_company__partner_id_index,CREATE INDEX res_company__partner_id_index ON public.res_company USING btree (partner_id)
public,res_company,res_company_name_uniq,CREATE UNIQUE INDEX res_company_name_uniq ON public.res_company USING btree (name)
public,res_company,res_company_pkey,CREATE UNIQUE INDEX res_company_pkey ON public.res_company USING btree (id)
public,res_company_users_rel,res_company_users_rel_pkey,"CREATE UNIQUE INDEX res_company_users_rel_pkey ON public.res_company_users_rel USING btree (cid, user_id)"
public,res_company_users_rel,res_company_users_rel_user_id_cid_idx,"CREATE INDEX res_company_users_rel_user_id_cid_idx ON public.res_company_users_rel USING btree (user_id, cid)"
public,res_config,res_config_pkey,CREATE UNIQUE INDEX res_config_pkey ON public.res_config USING btree (id)
public,res_config_settings,res_config_settings_pkey,CREATE UNIQUE INDEX res_config_settings_pkey ON public.res_config_settings USING btree (id)
public,res_country,res_country_code_uniq,CREATE UNIQUE INDEX res_country_code_uniq ON public.res_country USING btree (code)
public,res_country,res_country_name_uniq,CREATE UNIQUE INDEX res_country_name_uniq ON public.res_country USING btree (name)
public,res_country,res_country_pkey,CREATE UNIQUE INDEX res_country_pkey ON public.res_country USING btree (id)
public,res_country_group,res_country_group_check_code_uniq,CREATE UNIQUE INDEX res_country_group_check_code_uniq ON public.res_country_group USING btree (code)
public,res_country_group,res_country_group_pkey,CREATE UNIQUE INDEX res_country_group_pkey ON public.res_country_group USING btree (id)
public,res_country_res_country_group_rel,res_country_res_country_group_rel_pkey,"CREATE UNIQUE INDEX res_country_res_country_group_rel_pkey ON public.res_country_res_country_group_rel USING btree (res_country_id, res_country_group_id)"
public,res_country_res_country_group_rel,res_country_res_country_group_res_country_group_id_res_coun_idx,"CREATE INDEX res_country_res_country_group_res_country_group_id_res_coun_idx ON public.res_country_res_country_group_rel USING btree (res_country_group_id, res_country_id)"
public,res_country_state,res_country_state__country_id_index,CREATE INDEX res_country_state__country_id_index ON public.res_country_state USING btree (country_id)
public,res_country_state,res_country_state_name_code_uniq,"CREATE UNIQUE INDEX res_country_state_name_code_uniq ON public.res_country_state USING btree (country_id, code)"
public,res_country_state,res_country_state_pkey,CREATE UNIQUE INDEX res_country_state_pkey ON public.res_country_state USING btree (id)
public,res_currency,res_currency_pkey,CREATE UNIQUE INDEX res_currency_pkey ON public.res_currency USING btree (id)
public,res_currency,res_currency_unique_name,CREATE UNIQUE INDEX res_currency_unique_name ON public.res_currency USING btree (name)
public,res_currency_rate,res_currency_rate__currency_id_index,CREATE INDEX res_currency_rate__currency_id_index ON public.res_currency_rate USING btree (currency_id)
